Id,Answer
492,大於100米
493,大型化
494,傅斯年
495,
496,1935年
497,
498,
499,中國政法大學
500,瓜拿納
501,中華
502,分光鏡
503,儒家思想
504,民國4年12月25日
505,文森特
506,1972年
507,社會主義最終實現共產主義。這與當時中國國民黨政治主張大相逕庭
508,貝爾根
509,
510,
511,
512,低稅賦
513,小選舉區制
514,
515,《中國教育改革
516,自由放任的態度
517,綠色工業
518,四年
519,段祺瑞出山任國務總理，最終段祺瑞
520,
521,萊萊
522,1902年
523,蝸頂
524,灣仔
525,非美元貨幣
526,雷達
527,2002年
528,天然氣
529,韋茲萊隱修院
530,學習維基媒體的頁面編輯工具被認為有挑戰性
531,第三次
532,雄性
533,經濟
534,《中華民國臨時約法》
535,蘿蔔糕
536,
537,恆河源頭帕吉勒提河
538,設楚雄彝族自治州
539,突出天空的遼闊高遠，以表現「天」的至高無上
540,歐洲
541,1932年
542,香港
543,民國四年
544,多倫多運輸局
545,
546,柵欄
547,1898年
548,法國民意
549,狄拉克
550,北魏太武帝
551,健康寫實電影
552,1956年7月
553,矮星
554,古生代晚期
555,伊爾庫茨克國立大學
556,合不勒汗
557,23406人
558,1789年
559,兩個
560,永康方巖
561,南韓
562,
563,國際合作局
564,總兵
565,阿普列尤斯
566,高鐵線路
567,西望樓
568,約翰•貝茨•克拉克獎
569,紐西蘭
570,英國
571,宗御
572,轟炸機
573,最佳射擊時機，提高一般飛行員的命中率
574,阿爾卑斯山
575,傳統上，史特拉斯堡是一個典型的航運與貿易之城。在中世紀
576,終止於大腦聽皮層
577,劉宋的行政區劃襲承東晉，實行州、郡、縣三級制。州
578,18個
579,積水潭
580,自由派
581,東北至外興安嶺
582,鋼鐵和陶瓷
583,1980年代
584,德國
585,路易斯安那
586,1930年代開始工業發展，包含機械工程、紡織、食品工業等等，另一方面1918年
587,甘肅省
588,9年
589,玫瑰盃
590,1941年
591,101公里
592,國務院常務會議
593,20倍
594,喬治亞共和國
595,1951年
596,逃離家園者
597,大部分的孩子
598,聯邦制
599,韓國
600,民權運動
601,信仰純化運動
602,瀕危物種
603,史都華依然故我
604,公民權
605,可再生能源發電的策略
606,
607,臺灣省臺北市
608,1928年
609,定向天線
610,霍布斯
611,1897年
612,中山盛產海鹽
613,南漢宸
614,市場分析
615,上海北站
616,2001年
617,家庭喜劇片
618,[UNK][UNK]
619,婦女
620,為了爭取諸王擁戴
621,
622,
623,基民盟，19位來自社會民主黨，9位來自自由民主黨
624,傳播色情
625,天然地
626,高速線哈大客運專線
627,第五區
628,權利及權力
629,1982年
630,漢武帝
631,以東地區，即韓國江原道的稱呼。湖南地區是錦江以南全羅南道和全羅北道的別稱。嶺南地區是小白山脈的竹嶺和鳥嶺以南地區，即慶尚南道和慶尚北道。大田圈指忠清南道和忠清北道
632,烏蘭巴托
633,義大利
634,
635,東晉常[UNK]解釋說
636,1958年
637,預言
638,商業合同任務
639,五桂山
640,竹[UNK]魚
641,嘉義市
642,三級產業
643,29個
644,民國27年
645,10月23日
646,人傳》
647,漢字詞
648,第二次世界大戰
649,5000噸級
650,君士坦丁堡
651,2015年年底前
652,古漢語文言文
653,22年
654,伊薩克
655,尼安三世
656,喜馬拉雅山脈
657,中華民國空軍
658,1964年
659,高麗時
660,2000項科學調查研究項目
661,[UNK]-15
662,明孝宗
663,新興世界
664,
665,1925年
666,照射紫外線
667,九一八事變
668,春秋時
669,住民宗教
670,閩江口
671,1899年
672,牟定縣
673,尼布楚條約
674,盲點
675,利奧三世
676,殖民主義
677,拒絕王公
678,
679,2000公厘以上，無明顯乾溼季之分；溫差小，平均溫約攝氏25~27度
680,調動人民勞動的積極性
681,麥克萊倫將軍卻與原先設定的溫和派政策不合，結果大多數好戰派民主黨人都投給了林肯。1865年內戰結束後不久，林肯遇刺身亡，其副總統安德魯約翰遜繼任總統，雖然約翰遜
682,赤城鎮
683,
684,羅非魚
685,下納瓦拉
686,水質好
687,憲法出爐後，總統選舉隨即在1848年
688,《諸羅縣志》
689,杜林
690,
691,一盤中戰至6比6時
692,民國39年
693,錯誤印刷
694,亞歷山大漢密爾頓
695,超新星
696,全斗煥
697,2007年
698,玫瑰盃[UNK]
699,
700,382年
701,軍隊編制問題
702,劉銘傳
703,韓國
704,1
705,梁朝偉
706,1923年
707,畢達哥拉斯
708,2007年末，大連整合兩條路面電車線路，實現貫通運行。2009年
709,苗族自治州
710,周瑜
711,有很大的區別
712,東晉
713,西寧王李定國
714,
715,公共健康與醫學領域
716,《新基本法令》
717,1962年
718,洪武三十一年
719,越南
720,奧匈帝國
721,中國
722,白矮星
723,咖啡
724,何無忌
725,階梯狀
726,漳州人
727,6個
728,1866年
729,良好行為
730,嚴濟慈
731,90年代
732,金日成
733,第5
734,吉爾·德·萊斯
735,西班牙瓦倫西亞
736,1789年
737,元惠宗
738,復仇之名
739,1898年
740,守舊派
741,中華人民共和國
742,李坦
743,中生代
744,約瑟普•布羅茲•狄托
745,
746,從未修改國會選區
747,安裝子宮避孕環
748,自延吉
749,
750,維多利中心
751,1.994公里/秒。恆星
752,食用菌
753,
754,
755,日本
756,恆星
757,鮮卑部
758,鮑德溫伯爵
759,1916年
760,1939年
761,砲兵科
762,安納群島
763,1984年
764,麥迪遜分校
765,毒性較
766,喀什噶爾
767,刺繡技術
768,外圍賽
769,周駿龍
770,民國16年
771,16世紀
772,文憲王
773,周恩來
774,馬略
775,至元十三年
776,儒家思想
777,70年代
778,西族
779,聖餐持紀念說
780,印度教經文
781,
782,木衛三
783,長沙太守
784,絕對零度
785,2002年
786,未及休息
787,歐洲國家
788,濃硫酸
789,科學之父
790,最後議
791,2010年
792,二氧化硫
793,1979年
794,第勒尼安海
795,江南社會
796,
797,宋朝的第十四位皇帝
798,阿拉里克
799,南京市
800,共和黨
801,中宮寺
802,現場情景
803,1976年
804,台灣
805,1949年
806,麻省
807,純銅
808,1946年4月20日
809,部隊局
810,1449年
811,1970年
812,永曆帝
813,驅逐艦
814,孫叔敖
815,托爾金
816,
817,第265任
818,任何有效措施來預防感染
819,斯德哥爾摩
820,足夠
821,金像獎
822,1939年
823,《產假和保護婦女兒童權利法》
824,
825,[UNK]州縣
826,高句麗
827,絲路也能保持暢通
828,公元7世紀
829,管理制度
830,
831,匈牙利的布達佩斯
832,1979年
833,高句麗
834,寧都會議後「未曾向主席求教過一次，現在反省起來，對照主席在寧都會議的臨別之言，我真無地自容」。1933年1月，中共臨時中央由上海遷入蘇區
835,
836,相約成俗
837,
838,妖怪學
839,1987年
840,[UNK][UNK]
841,東部
842,
843,汪精衛
844,陳平順
845,主序帶
846,厄德
847,高架路線
848,1960年
849,35號決議
850,青銅時代
851,天皇
852,強盛大國
853,德國人
854,2007年
855,羅馬帝國
856,自身的重力開始塌縮
857,路加是希臘人
858,生物演化發生
859,1988年
860,韓國
861,李之藻
862,全國大選中保持著對總統和議會位置的控制權，黨派的得票率始終在70%以上。一般認為盧安達愛國陣線屬圖西族
863,法文老師
864,火山
865,民國四年，廉興
866,生雌配子
867,印地語
868,太陽
869,康熙帝
870,土地起伏大
871,第二產程
872,
873,學科專業
874,中國科學技術大學校長管惟炎、中國科學技術大學副校
875,咖啡
876,倫提尼安一世
877,2000年6月與金正日
878,韓國高鐵
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,山峰比
883,平均每2300人就擁有一家便利商店，為全球最高
884,民主黨
885,
886,文學作品
887,劉宋建國元年420年，交州刺史杜慧度
888,憲政改革
889,英國
890,斯塔福德郡
891,元熙二年
892,劉少奇
893,2002年
894,兒童接受義務教育
895,
896,東德使館
897,日華沙現址上第一次修築了防禦工事的兩個城鎮是波丹路及澤斯杜維。澤斯杜維被攻擊之後，一個同樣新的城鎮在一條小漁村地址上建成，稱華斯索華。14世紀初該鎮成為馬佐夫舍公爵
898,1989年
899,0.4太陽質量
900,天然地
901,馬可波羅
902,阿爾巴尼亞
903,鐵路局
904,離岸人民幣
905,要求俄國在12小時內取消總動員，俄國對此通牒置之不理
906,第四次迦太基大會
907,自主選擇權
908,太陽來說，估計它的壽命有一百億年。大質量的恆星燃燒燃料的速度快
909,加拿大軍隊
910,120天
911,歐洲
912,文藝復興運動
913,行為不檢點
914,文藝復興式
915,
916,1585年
917,1989年
918,博特羅普
919,民主德國廣播電台
920,現代的望遠鏡
921,1584年
922,
923,媒體維基
924,數目可觀的忠實讀者。科幻小說藉此保持了旺盛的文學生命力和商業上的活力
925,2000年
926,67個
927,
928,2000年
929,-立陶夫
930,黑龍江
931,私立大學的數目
932,三座
933,中興街
934,石虎
935,林紹良
936,俗雲萬里石塘
937,漢字詞
938,[UNK]稻
939,宋真宗
940,絕對值
941,美國聯邦調查局
942,9月
943,由於其副汗或小汗多帶有伊利的的稱號
944,唐德剛
945,路易十四
946,韓國
947,0.07個
948,閩南人
949,民國28年
950,李煥之
951,昆明市區交通
952,核膜間隙
953,石排灣
954,正教
955,八角鼓
956,無法支付高於20億馬克的賠款
957,
958,1640年
959,徐載弼
960,蒙哥
961,亞爾薩斯
962,芝加哥大學
963,
964,減低阻力
965,紐格威森林
966,2013年
967,拿破崙
968,
969,公元96年
970,香港
971,市場經濟
972,1963年
973,亞歷山大六世
974,1789年
975,悼念周恩來集會
976,20世紀60年代
977,1958年底
978,
979,再南為涵元門，內
980,吉爾吉斯
981,漢文
982,12次
983,科學社會學
984,1138
985,憲法
986,德國
987,聯合國
988,
989,內陸地區
990,政府官方
991,白[UNK]紀滅絕事件，50%的生物滅絕，包括所有的恐龍。大多學者認為有一顆彗星撞擊地球，引起特大氣候變化
992,毒品一向素
993,異端邪說
994,1252年
995,元朝
996,1932年
997,1972年
998,新式鐵製蒸汽船
999,長子文森特
1000,環境保護主義或環保主義，是旨在保護環境、推進生態環境健康的寬泛的哲學、意識形態和社會運動，這種健康特別是指包含非人類因素的問題。環境保護主義
1001,比例代表制
1002,1946年
1003,工農紅軍
1004,基本食物的短缺
1005,軍事執政初期
1006,印第安納大學
1007,矮星
1008,修道主義
1009,最近幾年法國和德國的密切合作
1010,亞歷山大漢密爾頓
1011,中國國務院
1012,1960年
1013,黨委員長，2016年6月的最高人民會議上獲推舉為國務委員會委員長
1014,紐約尼克
1015,西班牙
1016,一街區
1017,恆星轉動體
1018,第二代戰鬥機
1019,雷家驥
1020,9月2日
1021,世爵制度
1022,
1023,伊薩克二世
1024,馬克西米安
1025,與基因組整合或作為染色體外[UNK]存在
1026,麥克阿瑟
1027,清田賦問題而爆發「公道大王」施九緞事件
1028,武漢行營副主任
1029,為了躲避戰亂
1030,朝鮮半島
1031,64%
1032,馬爾吉特
1033,東歐保護人民
1034,1823年
1035,漢字詞
1036,三人團
1037,時代晚期
1038,166年
1039,荀子
1040,集團軍
1041,西南大學
1042,網際網路版權問題的存在
1043,愷撒
1044,朝鮮語
1045,倫敦霍洛威
1046,佛教，並看一些佛經，自覺頗有心得。甚至在新竹時，還與一些佛教法師一起討論佛法。早年在台灣山區，某次宋美齡來看他，發現他對佛教
1047,烏爾蘇拉
1048,1980年
1049,大陸橫越
1050,對中華民國的外交處境造成嚴重衝擊
1051,挪威
1052,絕非好戰
1053,夏洛特請求拿破崙提供支援，遭到拒絕。她隨後患上了精神疾病
1054,
1055,英國
1056,
1057,中文
1058,四帝共治制
1059,1060公釐
1060,1939年
1061,藏王被刺殺後，其兄安原王
1062,孫堅征荊州劉表
1063,荊湖占城
1064,北平綏靖公署主任張學良轉任軍事委員會北平分會副委員長
1065,英美法系
1066,石油危機
1067,秦朝與漢朝
1068,峽灣
1069,1920年
1070,硫代硫酸氨
1071,漢字借音
1072,89萬人
1073,1912年
1074,1627年
1075,環境污染
1076,羅德城座
1077,孫中山
1078,春季
1079,北角各區則屬臺灣基隆地方法院
1080,戴克里
1081,6世紀
1082,98所
1083,
1084,一盤中戰
1085,121所
1086,鹿兒島
1087,兩個
1088,破四舊
1089,三次
1090,最精銳一路
1091,梵語
1092,張學良將郭松齡一同帶至奉軍服務。7月9日，直皖戰爭起，張學良衛隊旅改為奉天第三混成旅，仍由張學良任旅長，郭松齡
1093,蠟、脂肪、油、香料、生物鹼、橡膠等的溶劑
1094,邊督辦公署
1095,水路
1096,1967年
1097,火炮
1098,1932年
1099,正中元年
1100,世稱恭順
1101,河川
1102,抗日戰爭
1103,無財產者
1104,南越國
1105,汗位取得不合法與崇尚漢法
1106,傑弗里·德維爾阿杜安
1107,填海則是1994年4月建造會議展覽中心二期時進行，以及現時的灣仔填海計劃第二期，將成爲日後「灣仔北
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,高速攝影
1112,赫爾辛基
1113,《男人四十》
1114,羅馬帝國
1115,1847年
1116,辛亥革命
1117,文淵閣大學士史貽直等。唐代詩人李白
1118,合會朱陸
1119,幾個
1120,坦尚尼亞
1121,塞爾維亞
1122,錫克教
1123,爵位
1124,天下人
1125,蔣經國
1126,提姆·柏內茲李
1127,朱序
1128,有利於推行人民幣計價結算
1129,中國教育狀況
1130,1992年兩國建交以後
1131,康拉德·阿登納
1132,東北亞
1133,聖奧古斯丁
1134,公元185年
1135,弱勢群體
1136,大正天皇
1137,第一教學樓
1138,後世不少朝代
1139,義輝之弟
1140,主導戰爭
1141,中華人民共和國衛生部
1142,強調人人平等
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1799年
1147,
1148,德國
1149,七月初
1150,英國大約有2萬個家庭擁有電視機，美國
1151,
1152,民國36年
1153,三個
1154,中華民國
1155,2次
1156,拋秧
1157,七個州
1158,
1159,盧安達
1160,12個
1161,羅馬轉寫表示
1162,高血壓日
1163,反映出資產負債表中各個項目對現金流量的影響
1164,古羅馬文學
1165,
1166,德川家康
1167,空射火箭
1168,1836年
1169,拜占庭帝國
1170,遠超上海
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,
1174,
1175,滬昆高速公路
1176,第二產程
1177,德國稱德法戰爭，是普魯士為了統一德國，並與法國爭奪歐洲大陸霸權而爆發的戰爭。戰爭是由法國
1178,
1179,本頓
1180,張家灣
1181,適合全家人一起觀看
1182,《血盟救國軍軍歌》
1183,沿海地區，特別在廣州
1184,聽診器
1185,約瑟芬皇后安排
1186,唯泰主義
1187,2.7％
1188,兩岸經濟合作架構協議
1189,
1190,自由主義
1191,1874年
1192,聲音
1193,什錦麵和皿烏龍麵
1194,李克強
1195,河東道
1196,[UNK]++
1197,古老
1198,自然環境
1199,韓國
1200,山西劃
1201,63個
1202,46公里長
1203,二世紀
1204,伽利略
1205,義陽
1206,王亞南
1207,1924年至1926年
1208,蔭戶不承擔國家賦役
1209,12個
1210,大氣層主要
1211,
1212,[UNK]州縣
1213,
1214,英國
1215,美國大學協會
1216,考察中國教育狀況
1217,郭素
1218,開京
1219,美國大蕭條時期
1220,為了解決元成宗時期的財政危機
1221,伊薩克
1222,良好行為
1223,蔣介石
1224,印度國大黨
1225,受通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,太陽風
1229,以建設中國特色社會主義
1230,劉裕
1231,阿里烏教派
1232,鮑德溫伯爵
1233,佛教
1234,中世紀時期
1235,東正教
1236,臺北市
1237,鄧小平
1238,南斯拉夫
1239,武陵
1240,殺蟲
1241,法國大革命
1242,韓國黨
1243,否決權
1244,二十世紀
1245,杜充
1246,加拿大
1247,1898年
1248,義大利汽車之都
1249,減低阻力
1250,細胞膜
1251,補機用
1252,聖喬治拉丁文學校
1253,1260年
1254,1948年12月1日
1255,
1256,戊寅靖社
1257,魏博拉盧比民達行業工會
1258,春季和夏季
1259,性別演化
1260,三蘭港
1261,廣東省
1262,安德魯約翰遜
1263,普林斯頓大學建築系；在美國空軍
1264,歷時83年
1265,釣魚台國賓館
1266,羅馬教皇
1267,解釋恆星內部和恆星演化的模型被成功的發展出來
1268,民國15年
1269,金融廳
1270,希洛克勒斯
1271,約翰·莫根
1272,臺灣
1273,發動機
1274,日美神奈川條約
1275,北京市
1276,硫代硫酸氨
1277,哈利里德
1278,低可偵測性
1279,柏拉圖
1280,波蘭人
1281,
1282,以失敗告終
1283,瑞派克路
1284,我們說相聲》
1285,二人
1286,1880年
1287,[UNK]
1288,2間
1289,被歸入的上層學科
1290,遠比普通語
1291,傑里·威斯特特
1292,粳稻和[UNK]稻
1293,挪威
1294,1800個
1295,國務院
1296,清朝沒有誠意
1297,轉變
1298,古希臘人
1299,臺灣植物
1300,1913年
1301,使命乎合土地撥贈法案的要求
1302,德魯修斯
1303,費城76人
1304,腓力五世精神上的缺憾使他無法繼續執政，或是腓力五世希望繼承法國國王王位所以先行退位
1305,牡丹峰樂團
1306,印度
1307,3座
1308,寧主簿
1309,下薩克森邦
1310,朱利烏斯·凱撒
1311,22省之一，為華北六省之一。簡稱為「豫
1312,1919年
1313,
1314,亞歷山大·羅德
1315,排灣族
1316,社會服務管理學院
1317,普選制度
1318,國號
1319,年
1320,1995年
1321,民主黨
1322,秧苗
1323,過去之一綱
1324,488年
1325,病態賭徒
1326,國務院組成部門
1327,航太
1328,周敦頤任分寧主簿
1329,內蒙古
1330,
1331,1906年
1332,美國
1333,較便宜的鐵
1334,普羅斯佩·梅里美、維歐勒·勒·杜克
1335,廣東省
1336,玫瑰盃
1337,羅馬法
1338,心理學
1339,希臘
1340,拉丁字母
1341,《[UNK][UNK]條約》和《北京條約
1342,卡普拉一通電話之邀
1343,聯邦成員國
1344,克拉克望遠鏡
1345,生物質
1346,社團部
